customer_id,trans_date,tran_amount,response,month,year,day,month_year,Segment
CS2083,2011-12-16,61,0,12,2011,16,2011-12,High Value
CS5041,2014-08-10,38,0,8,2014,10,2014-08,High Value
CS4544,2011-07-13,63,0,7,2011,13,2011-07,High Value
CS2364,2014-03-08,76,0,3,2014,8,2014-03,High Value
CS3981,2012-09-14,60,0,9,2012,14,2012-09,High Value
CS2476,2014-09-02,84,0,9,2014,2,2014-09,High Value
CS1925,2013-06-10,74,0,6,2013,10,2013-06,High Value
CS5679,2011-06-30,45,0,6,2011,30,2011-06,High Value
CS3210,2013-04-13,75,0,4,2013,13,2013-04,High Value
CS2096,2012-02-06,52,0,2,2012,6,2012-02,High Value
CS5067,2011-06-23,68,0,6,2011,23,2011-06,High Value
CS4291,2012-09-14,50,0,9,2012,14,2012-09,Medium Value
CS5279,2014-04-15,97,0,4,2014,15,2014-04,Medium Value
CS2085,2013-06-27,96,1,6,2013,27,2013-06,High Value
CS3163,2014-12-18,65,0,12,2014,18,2014-12,High Value
CS1260,2012-02-08,76,0,2,2012,8,2012-02,High Value
CS3959,2011-06-24,40,0,6,2011,24,2011-06,High Value
CS1408,2012-12-06,62,0,12,2012,6,2012-12,High Value
CS3131,2012-10-23,68,0,10,2012,23,2012-10,High Value
CS1369,2013-08-01,85,0,8,2013,1,2013-08,High Value
CS2677,2014-01-28,46,1,1,2014,28,2014-01,Medium Value
CS3580,2011-07-04,60,0,7,2011,4,2011-07,High Value
CS5526,2013-07-31,44,0,7,2013,31,2013-07,High Value
CS1798,2013-10-25,79,0,10,2013,25,2013-10,High Value
CS4075,2014-08-24,76,0,8,2014,24,2014-08,High Value
CS4120,2013-07-13,73,0,7,2013,13,2013-07,High Value
CS1733,2012-05-04,41,0,5,2012,4,2012-05,High Value
CS1874,2014-06-24,78,0,6,2014,24,2014-06,High Value
CS4384,2012-02-21,94,0,2,2012,21,2012-02,High Value
CS5686,2011-09-02,95,0,9,2011,2,2011-09,Medium Value
CS5926,2013-02-28,95,0,2,2013,28,2013-02,High Value
CS1159,2015-02-08,98,0,2,2015,8,2015-02,High Value
CS3899,2014-01-10,100,0,1,2014,10,2014-01,High Value
CS1133,2012-06-12,102,0,6,2012,12,2012-06,High Value
CS2821,2012-04-28,99,0,4,2012,28,2012-04,High Value
CS2903,2014-10-14,41,1,10,2014,14,2014-10,High Value
CS5664,2014-01-17,54,0,1,2014,17,2014-01,High Value
CS2467,2011-08-28,87,0,8,2011,28,2011-08,Medium Value
CS3279,2015-03-08,94,0,3,2015,8,2015-03,High Value
CS5555,2014-05-04,61,0,5,2014,4,2014-05,High Value
CS5398,2014-01-15,99,0,1,2014,15,2014-01,High Value
CS1679,2014-08-12,70,0,8,2014,12,2014-08,High Value
CS5384,2011-09-01,99,0,9,2011,1,2011-09,High Value
CS5245,2011-10-03,37,0,10,2011,3,2011-10,High Value
CS2983,2012-02-05,69,0,2,2012,5,2012-02,High Value
CS4385,2012-09-26,89,0,9,2012,26,2012-09,High Value
CS5407,2014-11-12,85,0,11,2014,12,2014-11,High Value
CS3512,2011-08-12,95,0,8,2011,12,2011-08,High Value
CS1927,2011-09-25,92,0,9,2011,25,2011-09,High Value
CS3179,2011-06-10,73,0,6,2011,10,2011-06,High Value
CS5140,2013-03-10,68,0,3,2013,10,2013-03,High Value
CS5323,2014-07-29,50,0,7,2014,29,2014-07,High Value
CS2278,2014-02-06,97,0,2,2014,6,2014-02,Medium Value
CS1124,2014-08-06,35,0,8,2014,6,2014-08,High Value
CS5513,2012-11-18,86,0,11,2012,18,2012-11,High Value
CS2719,2013-11-05,38,1,11,2013,5,2013-11,High Value
CS5663,2014-05-22,96,1,5,2014,22,2014-05,High Value
CS3678,2015-01-31,90,0,1,2015,31,2015-01,High Value
CS4670,2014-11-04,87,0,11,2014,4,2014-11,High Value
CS4989,2014-02-24,35,0,2,2014,24,2014-02,Medium Value
CS5937,2012-11-25,73,0,11,2012,25,2012-11,High Value
CS4905,2012-08-23,87,0,8,2012,23,2012-08,High Value
CS1373,2011-09-18,37,0,9,2011,18,2011-09,High Value
CS2846,2015-03-09,52,0,3,2015,9,2015-03,High Value
CS2661,2012-12-04,77,1,12,2012,4,2012-12,High Value
CS4039,2014-10-11,62,0,10,2014,11,2014-10,High Value
CS3355,2012-02-09,48,0,2,2012,9,2012-02,High Value
CS3909,2011-05-30,51,0,5,2011,30,2011-05,High Value
CS3041,2015-02-06,55,0,2,2015,6,2015-02,High Value
CS2138,2013-04-18,57,0,4,2013,18,2013-04,High Value
CS5319,2013-12-11,46,1,12,2013,11,2013-12,High Value
CS5559,2013-03-10,44,0,3,2013,10,2013-03,Medium Value
CS4942,2014-04-10,60,1,4,2014,10,2014-04,High Value
CS1837,2011-07-31,80,0,7,2011,31,2011-07,High Value
CS3151,2011-12-27,79,0,12,2011,27,2011-12,High Value
CS2300,2013-11-14,67,0,11,2013,14,2013-11,High Value
CS5198,2011-08-05,44,0,8,2011,5,2011-08,High Value
CS1184,2014-06-06,75,0,6,2014,6,2014-06,High Value
CS3146,2012-06-18,60,0,6,2012,18,2012-06,High Value
CS3742,2012-03-11,41,0,3,2012,11,2012-03,High Value
CS3777,2014-07-03,105,0,7,2014,3,2014-07,High Value
CS4535,2014-10-16,76,1,10,2014,16,2014-10,High Value
CS2421,2014-11-30,74,0,11,2014,30,2014-11,High Value
CS5279,2015-01-07,45,0,1,2015,7,2015-01,Medium Value
CS4530,2011-09-10,36,0,9,2011,10,2011-09,High Value
CS1350,2013-01-15,81,1,1,2013,15,2013-01,High Value
CS2505,2013-03-13,74,0,3,2013,13,2013-03,High Value
CS4410,2012-01-01,52,0,1,2012,1,2012-01,High Value
CS1770,2012-04-24,85,0,4,2012,24,2012-04,High Value
CS4263,2014-03-04,68,0,3,2014,4,2014-03,High Value
CS5102,2012-01-11,43,0,1,2012,11,2012-01,Medium Value
CS2155,2015-01-03,54,0,1,2015,3,2015-01,High Value
CS6025,2011-07-29,84,0,7,2011,29,2011-07,High Value
CS3419,2013-08-23,67,0,8,2013,23,2013-08,High Value
CS2273,2014-05-03,48,0,5,2014,3,2014-05,High Value
CS6005,2012-03-13,86,0,3,2012,13,2012-03,Medium Value
CS4683,2013-08-24,70,0,8,2013,24,2013-08,High Value
CS3275,2012-02-21,35,0,2,2012,21,2012-02,High Value
CS6053,2014-04-28,90,0,4,2014,28,2014-04,High Value
CS1512,2013-08-08,38,0,8,2013,8,2013-08,High Value
CS1152,2013-02-03,87,0,2,2013,3,2013-02,High Value
CS3738,2013-05-13,66,0,5,2013,13,2013-05,High Value
CS4127,2013-10-20,91,0,10,2013,20,2013-10,High Value
CS1842,2012-02-19,76,0,2,2012,19,2012-02,High Value
CS2623,2013-04-20,54,0,4,2013,20,2013-04,High Value
CS4945,2012-02-11,86,0,2,2012,11,2012-02,High Value
CS4531,2014-10-16,49,0,10,2014,16,2014-10,High Value
CS2100,2011-08-25,43,0,8,2011,25,2011-08,High Value
CS5336,2011-09-14,81,0,9,2011,14,2011-09,High Value
CS2683,2013-11-25,42,0,11,2013,25,2013-11,High Value
CS5235,2014-10-08,74,0,10,2014,8,2014-10,High Value
CS4482,2012-02-16,96,0,2,2012,16,2012-02,High Value
CS5318,2012-02-11,35,0,2,2012,11,2012-02,High Value
CS4300,2013-05-23,66,0,5,2013,23,2013-05,High Value
CS2561,2014-03-15,38,0,3,2014,15,2014-03,High Value
CS2420,2012-01-31,105,0,1,2012,31,2012-01,High Value
CS3043,2014-06-27,101,0,6,2014,27,2014-06,High Value
CS5872,2012-11-23,51,1,11,2012,23,2012-11,High Value
CS3402,2012-01-26,48,0,1,2012,26,2012-01,High Value
CS5033,2014-12-14,85,0,12,2014,14,2014-12,High Value
CS6035,2014-03-14,88,0,3,2014,14,2014-03,High Value
CS3620,2013-07-15,104,0,7,2013,15,2013-07,High Value
CS2719,2014-05-16,104,1,5,2014,16,2014-05,High Value
CS1787,2013-12-21,54,0,12,2013,21,2013-12,High Value
CS4618,2013-10-30,97,0,10,2013,30,2013-10,High Value
CS3484,2011-08-20,85,0,8,2011,20,2011-08,Medium Value
CS3243,2011-11-06,58,0,11,2011,6,2011-11,High Value
CS5218,2012-08-16,73,0,8,2012,16,2012-08,High Value
CS1685,2011-10-14,44,0,10,2011,14,2011-10,High Value
CS4061,2013-03-14,70,1,3,2013,14,2013-03,High Value
CS4776,2011-11-05,89,0,11,2011,5,2011-11,High Value
CS6058,2014-05-03,78,0,5,2014,3,2014-05,High Value
CS2905,2013-04-06,36,0,4,2013,6,2013-04,High Value
CS5482,2011-08-07,50,1,8,2011,7,2011-08,High Value
CS1625,2013-03-14,79,0,3,2013,14,2013-03,Medium Value
CS2448,2012-04-04,65,0,4,2012,4,2012-04,High Value
CS5409,2013-03-27,98,0,3,2013,27,2013-03,High Value
CS3911,2012-03-15,104,0,3,2012,15,2012-03,High Value
CS2260,2013-02-24,74,0,2,2013,24,2013-02,High Value
CS3875,2014-03-07,89,1,3,2014,7,2014-03,High Value
CS3623,2012-10-28,60,0,10,2012,28,2012-10,High Value
CS3439,2012-07-11,54,1,7,2012,11,2012-07,High Value
CS5989,2014-03-19,94,0,3,2014,19,2014-03,High Value
CS4312,2011-08-10,74,0,8,2011,10,2011-08,High Value
CS5345,2015-01-25,101,0,1,2015,25,2015-01,High Value
CS2643,2013-09-21,36,0,9,2013,21,2013-09,High Value
CS2827,2013-11-03,105,0,11,2013,3,2013-11,High Value
CS1636,2013-10-16,39,0,10,2013,16,2013-10,High Value
CS5289,2012-01-19,44,0,1,2012,19,2012-01,High Value
CS4666,2014-04-30,56,1,4,2014,30,2014-04,High Value
CS1667,2011-08-09,46,0,8,2011,9,2011-08,High Value
CS2233,2011-08-13,73,0,8,2011,13,2011-08,High Value
CS3349,2014-03-01,37,0,3,2014,1,2014-03,High Value
CS4994,2015-01-07,46,0,1,2015,7,2015-01,High Value
CS5337,2012-01-26,99,0,1,2012,26,2012-01,Medium Value
CS3351,2014-12-27,37,0,12,2014,27,2014-12,High Value
CS3165,2012-04-27,83,0,4,2012,27,2012-04,High Value
CS2742,2014-05-02,87,0,5,2014,2,2014-05,High Value
CS1996,2013-11-27,100,1,11,2013,27,2013-11,High Value
CS2791,2014-04-13,45,0,4,2014,13,2014-04,High Value
CS2570,2012-10-21,47,0,10,2012,21,2012-10,Medium Value
CS3622,2013-06-13,93,0,6,2013,13,2013-06,High Value
CS2712,2013-08-15,62,0,8,2013,15,2013-08,High Value
CS1540,2013-09-11,65,0,9,2013,11,2013-09,High Value
CS4043,2013-06-18,70,0,6,2013,18,2013-06,High Value
CS1761,2011-09-23,36,0,9,2011,23,2011-09,High Value
CS2651,2013-10-23,85,0,10,2013,23,2013-10,High Value
CS5341,2011-07-30,37,1,7,2011,30,2011-07,High Value
CS2599,2011-08-22,40,0,8,2011,22,2011-08,High Value
CS5732,2013-07-05,51,0,7,2013,5,2013-07,High Value
CS2892,2013-05-14,59,0,5,2013,14,2013-05,High Value
CS2501,2013-10-15,85,1,10,2013,15,2013-10,High Value
CS5289,2013-11-15,91,0,11,2013,15,2013-11,High Value
CS2491,2011-10-10,49,0,10,2011,10,2011-10,High Value
CS3266,2013-10-04,82,0,10,2013,4,2013-10,Medium Value
CS5104,2012-12-31,37,0,12,2012,31,2012-12,High Value
CS3053,2012-10-27,86,0,10,2012,27,2012-10,High Value
CS3209,2011-07-19,38,0,7,2011,19,2011-07,High Value
CS4626,2013-07-21,81,0,7,2013,21,2013-07,High Value
CS1451,2012-08-26,91,0,8,2012,26,2012-08,High Value
CS4397,2014-06-24,45,0,6,2014,24,2014-06,High Value
CS6031,2013-04-27,100,0,4,2013,27,2013-04,High Value
CS1707,2014-01-28,45,0,1,2014,28,2014-01,High Value
CS1703,2013-04-17,65,1,4,2013,17,2013-04,Medium Value
CS5428,2014-07-21,101,0,7,2014,21,2014-07,High Value
CS1852,2013-03-25,49,0,3,2013,25,2013-03,Medium Value
CS3685,2014-01-14,39,0,1,2014,14,2014-01,High Value
CS5660,2012-01-15,57,0,1,2012,15,2012-01,High Value
CS5197,2014-06-30,91,0,6,2014,30,2014-06,High Value
CS5189,2011-09-20,77,1,9,2011,20,2011-09,High Value
CS2941,2012-11-10,86,0,11,2012,10,2012-11,Medium Value
CS4813,2014-05-31,85,0,5,2014,31,2014-05,High Value
CS4774,2014-07-26,75,0,7,2014,26,2014-07,High Value
CS5905,2011-11-17,91,0,11,2011,17,2011-11,High Value
CS3978,2012-07-27,55,0,7,2012,27,2012-07,High Value
CS2638,2015-03-11,105,0,3,2015,11,2015-03,High Value
CS2357,2013-12-02,52,0,12,2013,2,2013-12,High Value
CS4681,2012-03-09,63,0,3,2012,9,2012-03,High Value
CS2064,2014-07-22,94,1,7,2014,22,2014-07,High Value
CS1672,2011-07-08,99,0,7,2011,8,2011-07,High Value
CS3365,2014-05-17,84,0,5,2014,17,2014-05,High Value
CS4171,2011-08-31,91,0,8,2011,31,2011-08,High Value
CS4923,2013-04-28,58,0,4,2013,28,2013-04,High Value
CS1138,2011-06-23,97,0,6,2011,23,2011-06,High Value
CS4252,2012-02-13,39,0,2,2012,13,2012-02,High Value
CS5000,2011-06-03,47,0,6,2011,3,2011-06,High Value
CS5299,2013-12-17,99,0,12,2013,17,2013-12,High Value
CS2616,2011-08-31,52,0,8,2011,31,2011-08,Medium Value
CS5870,2014-02-21,62,0,2,2014,21,2014-02,High Value
CS4887,2014-07-03,103,0,7,2014,3,2014-07,High Value
CS5085,2013-09-12,65,0,9,2013,12,2013-09,High Value
CS4564,2013-02-03,49,0,2,2013,3,2013-02,High Value
CS2831,2012-10-05,82,0,10,2012,5,2012-10,High Value
CS3710,2011-12-18,93,1,12,2011,18,2011-12,High Value
CS4249,2012-08-30,36,0,8,2012,30,2012-08,High Value
CS3706,2011-06-06,101,0,6,2011,6,2011-06,High Value
CS5366,2014-08-06,90,0,8,2014,6,2014-08,High Value
CS3269,2014-11-01,40,0,11,2014,1,2014-11,Medium Value
CS3217,2014-10-19,63,0,10,2014,19,2014-10,High Value
CS1262,2014-08-16,89,0,8,2014,16,2014-08,High Value
CS4660,2012-02-15,56,0,2,2012,15,2012-02,High Value
CS3897,2014-08-26,46,0,8,2014,26,2014-08,High Value
CS1458,2011-11-08,78,0,11,2011,8,2011-11,High Value
CS5535,2015-03-06,88,0,3,2015,6,2015-03,High Value
CS3699,2011-11-12,37,0,11,2011,12,2011-11,High Value
CS6022,2012-12-18,101,0,12,2012,18,2012-12,High Value
CS3929,2014-08-06,47,1,8,2014,6,2014-08,High Value
CS1247,2013-08-03,40,1,8,2013,3,2013-08,High Value
CS1265,2013-05-10,69,0,5,2013,10,2013-05,Medium Value
CS1428,2014-08-30,97,1,8,2014,30,2014-08,High Value
CS5249,2012-07-10,46,0,7,2012,10,2012-07,High Value
CS1839,2014-06-29,55,1,6,2014,29,2014-06,High Value
CS3660,2013-06-25,70,0,6,2013,25,2013-06,High Value
CS1286,2013-03-14,97,1,3,2013,14,2013-03,High Value
CS5478,2013-12-22,69,0,12,2013,22,2013-12,High Value
CS4719,2014-06-05,98,0,6,2014,5,2014-06,High Value
CS6082,2011-05-24,82,0,5,2011,24,2011-05,High Value
CS2601,2013-05-16,71,1,5,2013,16,2013-05,High Value
CS4973,2011-08-08,72,1,8,2011,8,2011-08,High Value
CS1668,2013-10-29,84,0,10,2013,29,2013-10,High Value
CS5675,2014-07-10,66,0,7,2014,10,2014-07,High Value
CS5048,2013-03-29,48,0,3,2013,29,2013-03,High Value
CS5105,2014-04-20,97,0,4,2014,20,2014-04,High Value
CS6011,2013-01-17,48,0,1,2013,17,2013-01,High Value
CS5044,2013-04-06,64,1,4,2013,6,2013-04,High Value
CS5830,2014-03-03,56,0,3,2014,3,2014-03,High Value
CS1725,2014-01-08,81,0,1,2014,8,2014-01,High Value
CS3141,2014-08-11,57,0,8,2014,11,2014-08,High Value
CS2891,2011-12-10,102,1,12,2011,10,2011-12,High Value
CS4252,2011-06-10,75,0,6,2011,10,2011-06,High Value
CS5493,2012-04-25,46,0,4,2012,25,2012-04,High Value
CS2936,2015-01-13,59,0,1,2015,13,2015-01,Medium Value
CS5497,2012-08-25,76,0,8,2012,25,2012-08,High Value
CS2275,2012-09-20,70,0,9,2012,20,2012-09,High Value
CS5251,2015-03-16,74,0,3,2015,16,2015-03,High Value
CS5964,2015-02-17,42,0,2,2015,17,2015-02,High Value
CS2883,2013-06-16,61,0,6,2013,16,2013-06,High Value
CS4408,2012-09-06,99,0,9,2012,6,2012-09,Medium Value
CS3174,2012-09-23,61,0,9,2012,23,2012-09,High Value
CS2016,2013-12-22,49,0,12,2013,22,2013-12,High Value
CS3752,2014-06-17,58,0,6,2014,17,2014-06,High Value
CS1875,2013-08-19,74,0,8,2013,19,2013-08,High Value
CS1977,2012-02-17,98,0,2,2012,17,2012-02,High Value
CS5831,2015-02-28,75,0,2,2015,28,2015-02,High Value
CS3798,2014-06-01,79,0,6,2014,1,2014-06,High Value
CS4577,2013-08-01,76,0,8,2013,1,2013-08,High Value
CS5058,2014-05-08,69,0,5,2014,8,2014-05,High Value
CS5618,2013-06-03,105,0,6,2013,3,2013-06,High Value
CS6032,2012-12-21,75,0,12,2012,21,2012-12,Medium Value
CS2759,2011-08-17,79,0,8,2011,17,2011-08,High Value
CS5120,2011-05-19,102,0,5,2011,19,2011-05,High Value
CS4901,2011-11-12,36,0,11,2011,12,2011-11,High Value
CS1896,2014-01-27,59,0,1,2014,27,2014-01,Medium Value
CS4024,2012-09-21,88,0,9,2012,21,2012-09,High Value
CS6082,2013-04-09,66,0,4,2013,9,2013-04,High Value
CS3756,2011-12-29,76,0,12,2011,29,2011-12,High Value
CS1394,2014-10-27,52,0,10,2014,27,2014-10,High Value
CS2566,2014-10-15,92,0,10,2014,15,2014-10,High Value
CS5209,2011-10-15,49,0,10,2011,15,2011-10,High Value
CS4286,2011-07-09,49,0,7,2011,9,2011-07,High Value
CS6053,2015-01-30,96,0,1,2015,30,2015-01,High Value
CS2406,2012-02-07,75,0,2,2012,7,2012-02,High Value
CS1410,2013-08-14,80,0,8,2013,14,2013-08,High Value
CS3221,2014-05-30,82,0,5,2014,30,2014-05,High Value
CS5803,2011-11-10,36,0,11,2011,10,2011-11,High Value
CS3398,2012-04-24,73,1,4,2012,24,2012-04,High Value
CS2599,2011-10-11,97,0,10,2011,11,2011-10,High Value
CS5573,2012-11-14,40,1,11,2012,14,2012-11,High Value
CS1623,2013-07-18,61,0,7,2013,18,2013-07,High Value
CS5907,2012-05-19,35,0,5,2012,19,2012-05,High Value
CS3637,2013-11-13,78,0,11,2013,13,2013-11,High Value
CS2146,2012-04-04,51,0,4,2012,4,2012-04,High Value
CS3943,2014-09-22,41,0,9,2014,22,2014-09,High Value
CS5341,2013-03-28,55,1,3,2013,28,2013-03,High Value
CS3884,2014-01-09,69,0,1,2014,9,2014-01,High Value
CS2036,2014-09-16,83,0,9,2014,16,2014-09,High Value
CS4035,2012-10-12,91,0,10,2012,12,2012-10,High Value
CS1422,2013-06-09,54,0,6,2013,9,2013-06,High Value
CS3575,2011-08-07,51,0,8,2011,7,2011-08,High Value
CS1526,2011-06-24,102,0,6,2011,24,2011-06,High Value
CS4471,2012-11-15,75,0,11,2012,15,2012-11,High Value
CS3509,2012-12-09,90,0,12,2012,9,2012-12,High Value
CS1996,2014-03-15,55,1,3,2014,15,2014-03,High Value
CS5006,2013-01-07,91,0,1,2013,7,2013-01,High Value
CS5884,2015-02-09,52,0,2,2015,9,2015-02,High Value
CS3108,2013-02-10,81,0,2,2013,10,2013-02,High Value
CS1662,2013-08-06,78,0,8,2013,6,2013-08,High Value
CS4415,2013-08-26,71,0,8,2013,26,2013-08,High Value
CS2732,2012-01-09,86,0,1,2012,9,2012-01,High Value
CS1503,2014-07-14,86,0,7,2014,14,2014-07,High Value
CS2818,2013-12-12,92,0,12,2013,12,2013-12,High Value
CS5164,2011-10-10,56,0,10,2011,10,2011-10,High Value
CS2177,2013-11-12,96,1,11,2013,12,2013-11,High Value
CS4885,2011-08-09,67,1,8,2011,9,2011-08,High Value
CS5225,2012-02-06,39,1,2,2012,6,2012-02,High Value
CS1327,2012-01-08,55,0,1,2012,8,2012-01,High Value
CS3323,2012-03-15,46,0,3,2012,15,2012-03,High Value
CS3515,2014-03-16,72,0,3,2014,16,2014-03,High Value
CS3074,2012-07-14,82,0,7,2012,14,2012-07,High Value
CS1339,2013-11-27,96,0,11,2013,27,2013-11,High Value
CS3110,2014-10-27,82,0,10,2014,27,2014-10,High Value
CS2197,2012-02-03,68,0,2,2012,3,2012-02,High Value
CS5325,2011-12-12,41,1,12,2011,12,2011-12,High Value
CS4925,2012-11-21,95,0,11,2012,21,2012-11,High Value
CS5801,2013-12-07,54,0,12,2013,7,2013-12,High Value
CS4352,2013-07-11,63,1,7,2013,11,2013-07,High Value
CS3530,2013-02-08,78,1,2,2013,8,2013-02,High Value
CS1865,2013-07-17,69,1,7,2013,17,2013-07,High Value
CS1680,2014-12-10,86,0,12,2014,10,2014-12,High Value
CS3869,2013-08-20,87,0,8,2013,20,2013-08,High Value
CS3490,2012-11-12,86,0,11,2012,12,2012-11,High Value
CS1500,2014-05-14,41,0,5,2014,14,2014-05,Medium Value
CS1545,2013-12-14,74,0,12,2013,14,2013-12,High Value
CS1206,2012-08-14,63,0,8,2012,14,2012-08,High Value
CS3386,2014-04-24,77,1,4,2014,24,2014-04,High Value
CS5704,2012-02-17,86,0,2,2012,17,2012-02,Medium Value
CS4237,2012-09-05,48,0,9,2012,5,2012-09,High Value
CS3564,2014-12-14,53,0,12,2014,14,2014-12,High Value
CS5069,2013-06-05,43,1,6,2013,5,2013-06,High Value
CS3481,2014-08-28,57,0,8,2014,28,2014-08,High Value
CS5459,2012-03-25,78,0,3,2012,25,2012-03,High Value
CS2002,2014-05-24,42,1,5,2014,24,2014-05,High Value
CS2219,2012-08-17,37,0,8,2012,17,2012-08,High Value
CS5469,2014-01-29,59,0,1,2014,29,2014-01,High Value
CS2491,2015-01-26,95,0,1,2015,26,2015-01,High Value
CS3874,2013-01-13,87,0,1,2013,13,2013-01,High Value
CS2614,2013-07-05,62,0,7,2013,5,2013-07,High Value
CS3617,2013-03-10,53,0,3,2013,10,2013-03,High Value
CS2350,2014-04-15,36,1,4,2014,15,2014-04,High Value
CS5230,2015-02-02,35,0,2,2015,2,2015-02,High Value
CS4232,2015-01-19,60,1,1,2015,19,2015-01,High Value
CS3630,2013-01-25,78,0,1,2013,25,2013-01,High Value
CS3689,2013-07-31,69,0,7,2013,31,2013-07,High Value
CS1507,2011-07-13,36,0,7,2011,13,2011-07,High Value
CS3436,2011-10-15,63,0,10,2011,15,2011-10,High Value
CS5403,2011-07-29,70,0,7,2011,29,2011-07,High Value
CS4736,2014-12-31,60,0,12,2014,31,2014-12,Medium Value
CS2930,2013-07-20,103,0,7,2013,20,2013-07,High Value
CS4483,2012-05-12,61,1,5,2012,12,2012-05,High Value
CS2538,2014-02-28,101,0,2,2014,28,2014-02,High Value
CS5213,2012-04-21,58,0,4,2012,21,2012-04,High Value
CS5319,2012-03-14,65,1,3,2012,14,2012-03,High Value
CS3206,2011-12-13,91,0,12,2011,13,2011-12,High Value
CS4556,2013-07-09,35,0,7,2013,9,2013-07,Medium Value
CS5417,2011-06-18,95,0,6,2011,18,2011-06,High Value
CS3929,2013-12-24,76,1,12,2013,24,2013-12,High Value
CS4451,2014-11-19,81,1,11,2014,19,2014-11,High Value
CS4841,2012-09-02,101,0,9,2012,2,2012-09,High Value
CS4662,2011-07-16,101,0,7,2011,16,2011-07,High Value
CS4206,2014-04-16,46,0,4,2014,16,2014-04,High Value
CS3736,2013-04-07,98,0,4,2013,7,2013-04,High Value
CS3420,2015-01-18,95,0,1,2015,18,2015-01,High Value
CS5140,2012-09-12,103,0,9,2012,12,2012-09,High Value
CS1642,2012-10-27,99,0,10,2012,27,2012-10,High Value
CS1707,2013-04-17,79,0,4,2013,17,2013-04,High Value
CS3970,2012-06-22,94,0,6,2012,22,2012-06,High Value
CS5896,2014-10-21,38,0,10,2014,21,2014-10,Medium Value
CS6045,2012-09-09,100,0,9,2012,9,2012-09,High Value
CS5061,2011-08-30,86,0,8,2011,30,2011-08,High Value
CS3671,2012-11-22,99,0,11,2012,22,2012-11,High Value
CS1562,2013-02-05,79,0,2,2013,5,2013-02,Medium Value
CS1866,2014-04-02,98,0,4,2014,2,2014-04,High Value
CS4388,2014-09-03,45,0,9,2014,3,2014-09,High Value
CS3961,2014-10-06,103,0,10,2014,6,2014-10,High Value
CS5221,2013-08-02,37,0,8,2013,2,2013-08,High Value
CS5794,2012-07-30,104,0,7,2012,30,2012-07,High Value
CS4531,2013-12-12,68,0,12,2013,12,2013-12,High Value
CS1912,2014-11-05,74,0,11,2014,5,2014-11,High Value
CS4895,2014-07-07,84,0,7,2014,7,2014-07,High Value
CS2194,2014-11-01,65,0,11,2014,1,2014-11,High Value
CS5123,2011-11-02,47,0,11,2011,2,2011-11,High Value
CS3896,2011-06-30,94,0,6,2011,30,2011-06,High Value
CS1544,2014-03-19,89,1,3,2014,19,2014-03,High Value
CS4553,2013-05-14,104,0,5,2013,14,2013-05,High Value
CS2424,2014-09-18,67,0,9,2014,18,2014-09,High Value
CS2433,2014-05-29,96,0,5,2014,29,2014-05,High Value
CS5665,2012-01-14,83,0,1,2012,14,2012-01,High Value
CS3649,2013-04-02,39,0,4,2013,2,2013-04,High Value
CS4101,2014-09-01,49,0,9,2014,1,2014-09,High Value
CS3257,2012-03-23,59,0,3,2012,23,2012-03,High Value
CS1469,2015-01-04,53,0,1,2015,4,2015-01,High Value
CS5834,2011-11-21,82,0,11,2011,21,2011-11,High Value
CS5116,2011-09-29,39,0,9,2011,29,2011-09,High Value
CS2921,2014-04-19,56,1,4,2014,19,2014-04,High Value
CS2819,2014-05-27,53,0,5,2014,27,2014-05,High Value
CS1495,2012-04-13,92,0,4,2012,13,2012-04,High Value
CS5730,2014-07-23,36,0,7,2014,23,2014-07,High Value
CS5554,2015-03-01,51,0,3,2015,1,2015-03,Medium Value
CS5444,2012-07-26,93,0,7,2012,26,2012-07,High Value
CS5675,2013-01-20,52,0,1,2013,20,2013-01,High Value
CS1337,2013-09-30,78,0,9,2013,30,2013-09,High Value
CS3194,2015-02-28,89,0,2,2015,28,2015-02,High Value
CS5883,2014-05-31,53,0,5,2014,31,2014-05,High Value
CS2439,2013-08-23,57,0,8,2013,23,2013-08,High Value
CS3579,2012-08-13,44,0,8,2012,13,2012-08,High Value
CS3666,2012-06-06,53,0,6,2012,6,2012-06,High Value
CS2386,2012-04-28,65,1,4,2012,28,2012-04,High Value
CS2631,2011-09-18,77,0,9,2011,18,2011-09,Medium Value
CS3131,2012-11-08,104,0,11,2012,8,2012-11,High Value
CS4587,2013-11-22,97,0,11,2013,22,2013-11,High Value
CS4239,2012-10-30,62,0,10,2012,30,2012-10,High Value
CS2056,2011-10-29,41,0,10,2011,29,2011-10,High Value
CS6074,2012-05-20,92,0,5,2012,20,2012-05,High Value
CS2555,2014-11-12,60,0,11,2014,12,2014-11,High Value
CS3226,2013-10-04,40,0,10,2013,4,2013-10,High Value
CS4553,2013-08-08,88,0,8,2013,8,2013-08,High Value
CS5212,2013-06-20,45,0,6,2013,20,2013-06,High Value
CS3651,2014-08-20,41,0,8,2014,20,2014-08,High Value
CS2940,2011-09-18,45,0,9,2011,18,2011-09,High Value
CS3068,2014-06-19,74,0,6,2014,19,2014-06,High Value
CS1455,2011-08-02,48,0,8,2011,2,2011-08,High Value
CS1584,2014-01-21,67,0,1,2014,21,2014-01,High Value
CS1184,2013-03-30,59,0,3,2013,30,2013-03,High Value
CS2049,2012-06-17,43,0,6,2012,17,2012-06,High Value
